,XID,YID,n_XY,n_X,n_Y,n_Transactions,Support,Confidence,Lift
3531,TEC-CO-10003236,OFF-BI-10002982,1,2,11,5009,0.000399281,0.5,0.045454545
3532,TEC-PH-10002538,OFF-BI-10002982,1,6,11,5009,0.001197844,0.166666667,0.015151515
3533,TEC-PH-10004586,OFF-BI-10002982,1,6,11,5009,0.001197844,0.166666667,0.015151515
3534,FUR-BO-10003272,OFF-BI-10003007,1,6,7,5009,0.001197844,0.166666667,0.023809524
3535,FUR-BO-10003546,OFF-BI-10003007,1,4,7,5009,0.000798563,0.25,0.035714286
3536,FUR-FU-10001185,OFF-BI-10003007,1,5,7,5009,0.000998203,0.2,0.028571429
3537,OFF-AR-10001725,OFF-BI-10003007,1,6,7,5009,0.001197844,0.166666667,0.023809524
3538,OFF-AR-10004269,OFF-BI-10003007,1,5,7,5009,0.000998203,0.2,0.028571429
3539,OFF-BI-10000404,OFF-BI-10003007,1,6,7,5009,0.001197844,0.166666667,0.023809524
3540,OFF-BI-10001553,OFF-BI-10003007,1,8,7,5009,0.001597125,0.125,0.017857143
3541,OFF-BI-10001617,OFF-BI-10003007,1,7,7,5009,0.001397485,0.142857143,0.020408163
3542,OFF-BI-10003305,OFF-BI-10003007,1,6,7,5009,0.001197844,0.166666667,0.023809524
3543,OFF-BI-10004632,OFF-BI-10003007,1,14,7,5009,0.002794969,0.071428571,0.010204082
3544,OFF-LA-10000973,OFF-BI-10003007,1,3,7,5009,0.000598922,0.333333333,0.047619048
3545,OFF-PA-10000483,OFF-BI-10003007,1,4,7,5009,0.000798563,0.25,0.035714286
3546,OFF-PA-10001033,OFF-BI-10003007,1,11,7,5009,0.002196047,0.090909091,0.012987013
3547,OFF-PA-10001870,OFF-BI-10003007,1,8,7,5009,0.001597125,0.125,0.017857143
3548,OFF-ST-10000736,OFF-BI-10003007,1,12,7,5009,0.002395688,0.083333333,0.011904762
3549,OFF-ST-10002485,OFF-BI-10003007,1,8,7,5009,0.001597125,0.125,0.017857143
3550,OFF-ST-10003221,OFF-BI-10003007,1,3,7,5009,0.000598922,0.333333333,0.047619048
3551,TEC-AC-10004877,OFF-BI-10003007,1,5,7,5009,0.000998203,0.2,0.028571429
3552,TEC-PH-10001433,OFF-BI-10003007,1,4,7,5009,0.000798563,0.25,0.035714286
3553,FUR-BO-10003272,OFF-EN-10001509,1,6,11,5009,0.001197844,0.166666667,0.015151515
3554,FUR-BO-10004834,OFF-EN-10001509,1,5,11,5009,0.000998203,0.2,0.018181818
3555,FUR-FU-10004848,OFF-EN-10001509,1,12,11,5009,0.002395688,0.083333333,0.007575758
3556,FUR-TA-10003954,OFF-EN-10001509,1,5,11,5009,0.000998203,0.2,0.018181818
3557,OFF-AP-10000828,OFF-EN-10001509,1,7,11,5009,0.001397485,0.142857143,0.012987013
3558,OFF-AR-10001683,OFF-EN-10001509,1,6,11,5009,0.001197844,0.166666667,0.015151515
3559,OFF-AR-10003338,OFF-EN-10001509,1,7,11,5009,0.001397485,0.142857143,0.012987013
3560,OFF-AR-10004042,OFF-EN-10001509,1,6,11,5009,0.001197844,0.166666667,0.015151515
3561,OFF-BI-10000474,OFF-EN-10001509,1,7,11,5009,0.001397485,0.142857143,0.012987013
3562,OFF-BI-10001525,OFF-EN-10001509,1,8,11,5009,0.001597125,0.125,0.011363636
3563,OFF-BI-10002764,OFF-EN-10001509,1,8,11,5009,0.001597125,0.125,0.011363636
3564,OFF-BI-10002982,OFF-EN-10001509,1,11,11,5009,0.002196047,0.090909091,0.008264463
3565,OFF-BI-10004728,OFF-EN-10001509,1,13,11,5009,0.002595328,0.076923077,0.006993007
3566,OFF-LA-10002475,OFF-EN-10001509,1,6,11,5009,0.001197844,0.166666667,0.015151515
3567,OFF-LA-10003148,OFF-EN-10001509,1,5,11,5009,0.000998203,0.2,0.018181818
3568,OFF-PA-10000157,OFF-EN-10001509,1,10,11,5009,0.001996406,0.1,0.009090909
3569,OFF-PA-10001461,OFF-EN-10001509,1,2,11,5009,0.000399281,0.5,0.045454545
3570,OFF-PA-10001970,OFF-EN-10001509,1,19,11,5009,0.003793172,0.052631579,0.004784689
3571,OFF-PA-10003072,OFF-EN-10001509,1,6,11,5009,0.001197844,0.166666667,0.015151515
3572,OFF-PA-10003270,OFF-EN-10001509,1,4,11,5009,0.000798563,0.25,0.022727273
3573,OFF-ST-10002554,OFF-EN-10001509,1,9,11,5009,0.001796766,0.111111111,0.01010101
3574,TEC-AC-10000358,OFF-EN-10001509,1,6,11,5009,0.001197844,0.166666667,0.015151515
3575,TEC-AC-10002018,OFF-EN-10001509,1,5,11,5009,0.000998203,0.2,0.018181818
3576,TEC-AC-10002637,OFF-EN-10001509,1,5,11,5009,0.000998203,0.2,0.018181818
3577,TEC-PH-10004922,OFF-EN-10001509,1,5,11,5009,0.000998203,0.2,0.018181818
3578,FUR-BO-10003272,OFF-PA-10003270,1,6,4,5009,0.001197844,0.166666667,0.041666667
3579,FUR-CH-10004860,OFF-PA-10003270,1,8,4,5009,0.001597125,0.125,0.03125
3580,FUR-FU-10001876,OFF-PA-10003270,1,7,4,5009,0.001397485,0.142857143,0.035714286
3581,OFF-BI-10001634,OFF-PA-10003270,1,6,4,5009,0.001197844,0.166666667,0.041666667
3582,OFF-BI-10002982,OFF-PA-10003270,1,11,4,5009,0.002196047,0.090909091,0.022727273
3583,OFF-EN-10001509,OFF-PA-10003270,1,11,4,5009,0.002196047,0.090909091,0.022727273
3584,OFF-EN-10004483,OFF-PA-10003270,1,7,4,5009,0.001397485,0.142857143,0.035714286
3585,OFF-PA-10000357,OFF-PA-10003270,1,12,4,5009,0.002395688,0.083333333,0.020833333
3586,OFF-ST-10000675,OFF-PA-10003270,1,7,4,5009,0.001397485,0.142857143,0.035714286
3587,TEC-AC-10003628,OFF-PA-10003270,1,15,4,5009,0.00299461,0.066666667,0.016666667
3588,FUR-BO-10003272,TEC-AC-10003198,1,6,6,5009,0.001197844,0.166666667,0.027777778
3589,FUR-FU-10003039,TEC-AC-10003198,1,6,6,5009,0.001197844,0.166666667,0.027777778
3590,FUR-TA-10003748,TEC-AC-10003198,1,8,6,5009,0.001597125,0.125,0.020833333
3591,OFF-AR-10000614,TEC-AC-10003198,1,4,6,5009,0.000798563,0.25,0.041666667
3592,OFF-AR-10001246,TEC-AC-10003198,1,7,6,5009,0.001397485,0.142857143,0.023809524
3593,OFF-AR-10001468,TEC-AC-10003198,1,3,6,5009,0.000598922,0.333333333,0.055555556
3594,OFF-BI-10001900,TEC-AC-10003198,1,4,6,5009,0.000798563,0.25,0.041666667
3595,OFF-PA-10001243,TEC-AC-10003198,1,2,6,5009,0.000399281,0.5,0.083333333
3596,TEC-MA-10004241,TEC-AC-10003198,1,2,6,5009,0.000399281,0.5,0.083333333
3597,FUR-BO-10003404,FUR-FU-10004053,1,2,6,5009,0.000399281,0.5,0.083333333
3598,FUR-CH-10001394,FUR-FU-10004053,1,7,6,5009,0.001397485,0.142857143,0.023809524
3599,FUR-FU-10003731,FUR-FU-10004053,1,5,6,5009,0.000998203,0.2,0.033333333
3600,FUR-FU-10004270,FUR-FU-10004053,1,16,6,5009,0.00319425,0.0625,0.010416667
3601,FUR-FU-10004351,FUR-FU-10004053,1,6,6,5009,0.001197844,0.166666667,0.027777778
3602,OFF-AR-10003856,FUR-FU-10004053,1,6,6,5009,0.001197844,0.166666667,0.027777778
3603,OFF-AR-10004260,FUR-FU-10004053,1,3,6,5009,0.000598922,0.333333333,0.055555556
3604,OFF-BI-10000962,FUR-FU-10004053,1,10,6,5009,0.001996406,0.1,0.016666667
3605,OFF-FA-10000621,FUR-FU-10004053,1,7,6,5009,0.001397485,0.142857143,0.023809524
3606,OFF-PA-10002246,FUR-FU-10004053,1,6,6,5009,0.001197844,0.166666667,0.027777778
3607,OFF-SU-10004782,FUR-FU-10004053,1,7,6,5009,0.001397485,0.142857143,0.023809524
3608,TEC-AC-10002006,FUR-FU-10004053,2,7,6,5009,0.001397485,0.285714286,0.047619048
3609,TEC-AC-10002167,FUR-FU-10004053,1,8,6,5009,0.001597125,0.125,0.020833333
3610,TEC-PH-10002033,FUR-FU-10004053,1,4,6,5009,0.000798563,0.25,0.041666667
3611,FUR-BO-10003404,OFF-BI-10000829,1,2,7,5009,0.000399281,0.5,0.071428571
3612,FUR-BO-10003441,OFF-BI-10000829,1,6,7,5009,0.001197844,0.166666667,0.023809524
3613,OFF-AP-10002118,OFF-BI-10000829,1,6,7,5009,0.001197844,0.166666667,0.023809524
3614,OFF-AP-10004859,OFF-BI-10000829,1,8,7,5009,0.001597125,0.125,0.017857143
3615,OFF-BI-10003712,OFF-BI-10000829,1,11,7,5009,0.002196047,0.090909091,0.012987013
3616,OFF-BI-10004233,OFF-BI-10000829,1,8,7,5009,0.001597125,0.125,0.017857143
3617,OFF-FA-10002676,OFF-BI-10000829,1,5,7,5009,0.000998203,0.2,0.028571429
3618,OFF-LA-10001175,OFF-BI-10000829,1,4,7,5009,0.000798563,0.25,0.035714286
3619,OFF-PA-10000062,OFF-BI-10000829,1,5,7,5009,0.000998203,0.2,0.028571429
3620,OFF-PA-10000595,OFF-BI-10000829,1,4,7,5009,0.000798563,0.25,0.035714286
3621,OFF-ST-10001272,OFF-BI-10000829,1,5,7,5009,0.000998203,0.2,0.028571429
3622,OFF-SU-10003002,OFF-BI-10000829,1,2,7,5009,0.000399281,0.5,0.071428571
3623,TEC-AC-10000844,OFF-BI-10000829,1,8,7,5009,0.001597125,0.125,0.017857143
3624,TEC-PH-10002496,OFF-BI-10000829,1,9,7,5009,0.001796766,0.111111111,0.015873016
3625,FUR-BO-10003404,OFF-BI-10003712,1,2,11,5009,0.000399281,0.5,0.045454545
3626,FUR-FU-10003829,OFF-BI-10003712,1,7,11,5009,0.001397485,0.142857143,0.012987013
3627,FUR-TA-10001676,OFF-BI-10003712,1,9,11,5009,0.001796766,0.111111111,0.01010101
3628,OFF-AR-10001958,OFF-BI-10003712,1,7,11,5009,0.001397485,0.142857143,0.012987013
3629,OFF-BI-10000666,OFF-BI-10003712,1,8,11,5009,0.001597125,0.125,0.011363636
3630,OFF-BI-10000829,OFF-BI-10003712,1,7,11,5009,0.001397485,0.142857143,0.012987013
3631,OFF-BI-10002571,OFF-BI-10003712,1,6,11,5009,0.001197844,0.166666667,0.015151515
3632,OFF-BI-10004233,OFF-BI-10003712,1,8,11,5009,0.001597125,0.125,0.011363636
3633,OFF-BI-10004600,OFF-BI-10003712,1,8,11,5009,0.001597125,0.125,0.011363636
3634,OFF-FA-10004854,OFF-BI-10003712,1,8,11,5009,0.001597125,0.125,0.011363636
3635,OFF-LA-10001175,OFF-BI-10003712,1,4,11,5009,0.000798563,0.25,0.022727273
3636,OFF-PA-10000062,OFF-BI-10003712,1,5,11,5009,0.000998203,0.2,0.018181818
3637,OFF-ST-10001272,OFF-BI-10003712,1,5,11,5009,0.000998203,0.2,0.018181818
3638,OFF-ST-10001558,OFF-BI-10003712,1,11,11,5009,0.002196047,0.090909091,0.008264463
3639,OFF-ST-10004835,OFF-BI-10003712,1,4,11,5009,0.000798563,0.25,0.022727273
3640,TEC-CO-10004722,OFF-BI-10003712,1,5,11,5009,0.000998203,0.2,0.018181818
3641,TEC-PH-10000984,OFF-BI-10003712,1,7,11,5009,0.001397485,0.142857143,0.012987013
3642,FUR-BO-10003404,OFF-BI-10004233,1,2,8,5009,0.000399281,0.5,0.0625
3643,FUR-CH-10000863,OFF-BI-10004233,1,8,8,5009,0.001597125,0.125,0.015625
3644,OFF-AP-10001005,OFF-BI-10004233,1,6,8,5009,0.001197844,0.166666667,0.020833333
3645,OFF-AP-10002350,OFF-BI-10004233,1,8,8,5009,0.001597125,0.125,0.015625
3646,OFF-AR-10000658,OFF-BI-10004233,1,7,8,5009,0.001397485,0.142857143,0.017857143
3647,OFF-BI-10000829,OFF-BI-10004233,1,7,8,5009,0.001397485,0.142857143,0.017857143
3648,OFF-BI-10003712,OFF-BI-10004233,1,11,8,5009,0.002196047,0.090909091,0.011363636
3649,OFF-LA-10001175,OFF-BI-10004233,1,4,8,5009,0.000798563,0.25,0.03125
3650,OFF-PA-10000062,OFF-BI-10004233,1,5,8,5009,0.000998203,0.2,0.025
3651,OFF-PA-10000100,OFF-BI-10004233,1,8,8,5009,0.001597125,0.125,0.015625
3652,OFF-PA-10001246,OFF-BI-10004233,1,2,8,5009,0.000399281,0.5,0.0625
3653,OFF-PA-10001712,OFF-BI-10004233,1,3,8,5009,0.000598922,0.333333333,0.041666667
3654,OFF-PA-10001892,OFF-BI-10004233,1,5,8,5009,0.000998203,0.2,0.025
3655,OFF-ST-10001272,OFF-BI-10004233,1,5,8,5009,0.000998203,0.2,0.025
3656,OFF-ST-10001321,OFF-BI-10004233,1,9,8,5009,0.001796766,0.111111111,0.013888889
3657,TEC-PH-10003505,OFF-BI-10004233,1,11,8,5009,0.002196047,0.090909091,0.011363636
3658,FUR-BO-10003404,OFF-FA-10000621,1,2,7,5009,0.000399281,0.5,0.071428571
3659,FUR-FU-10002937,OFF-FA-10000621,1,8,7,5009,0.001597125,0.125,0.017857143
3660,FUR-FU-10003623,OFF-FA-10000621,1,5,7,5009,0.000998203,0.2,0.028571429
3661,FUR-FU-10004053,OFF-FA-10000621,1,6,7,5009,0.001197844,0.166666667,0.023809524
3662,OFF-BI-10000279,OFF-FA-10000621,1,4,7,5009,0.000798563,0.25,0.035714286
3663,OFF-EN-10000781,OFF-FA-10000621,1,2,7,5009,0.000399281,0.5,0.071428571
3664,OFF-EN-10002504,OFF-FA-10000621,1,7,7,5009,0.001397485,0.142857143,0.020408163
3665,OFF-EN-10002600,OFF-FA-10000621,1,7,7,5009,0.001397485,0.142857143,0.020408163
3666,OFF-LA-10003190,OFF-FA-10000621,1,9,7,5009,0.001796766,0.111111111,0.015873016
3667,OFF-PA-10001471,OFF-FA-10000621,1,4,7,5009,0.000798563,0.25,0.035714286
3668,OFF-PA-10004965,OFF-FA-10000621,1,3,7,5009,0.000598922,0.333333333,0.047619048
3669,OFF-ST-10004507,OFF-FA-10000621,1,10,7,5009,0.001996406,0.1,0.014285714
3670,TEC-AC-10002167,OFF-FA-10000621,1,8,7,5009,0.001597125,0.125,0.017857143
3671,FUR-BO-10003404,OFF-LA-10001175,1,2,4,5009,0.000399281,0.5,0.125
3672,FUR-CH-10003379,OFF-LA-10001175,1,9,4,5009,0.001796766,0.111111111,0.027777778
3673,FUR-FU-10000629,OFF-LA-10001175,1,8,4,5009,0.001597125,0.125,0.03125
3674,OFF-BI-10000829,OFF-LA-10001175,1,7,4,5009,0.001397485,0.142857143,0.035714286
3675,OFF-BI-10003712,OFF-LA-10001175,1,11,4,5009,0.002196047,0.090909091,0.022727273
3676,OFF-BI-10004233,OFF-LA-10001175,1,8,4,5009,0.001597125,0.125,0.03125
3677,OFF-PA-10000062,OFF-LA-10001175,1,5,4,5009,0.000998203,0.2,0.05
3678,OFF-PA-10000474,OFF-LA-10001175,1,12,4,5009,0.002395688,0.083333333,0.020833333
3679,OFF-ST-10001272,OFF-LA-10001175,1,5,4,5009,0.000998203,0.2,0.05
3680,TEC-PH-10003885,OFF-LA-10001175,1,5,4,5009,0.000998203,0.2,0.05
3681,FUR-BO-10003404,OFF-PA-10000062,1,2,5,5009,0.000399281,0.5,0.1
3682,OFF-BI-10000829,OFF-PA-10000062,1,7,5,5009,0.001397485,0.142857143,0.028571429
3683,OFF-BI-10003712,OFF-PA-10000062,1,11,5,5009,0.002196047,0.090909091,0.018181818
3684,OFF-BI-10004233,OFF-PA-10000062,1,8,5,5009,0.001597125,0.125,0.025
3685,OFF-BI-10004236,OFF-PA-10000062,1,10,5,5009,0.001996406,0.1,0.02
3686,OFF-BI-10004318,OFF-PA-10000062,1,8,5,5009,0.001597125,0.125,0.025
3687,OFF-LA-10001175,OFF-PA-10000062,1,4,5,5009,0.000798563,0.25,0.05
3688,OFF-ST-10001272,OFF-PA-10000062,1,5,5,5009,0.000998203,0.2,0.04
3689,FUR-BO-10003404,OFF-ST-10001272,1,2,5,5009,0.000399281,0.5,0.1
3690,FUR-CH-10004853,OFF-ST-10001272,1,6,5,5009,0.001197844,0.166666667,0.033333333
3691,FUR-FU-10002030,OFF-ST-10001272,1,2,5,5009,0.000399281,0.5,0.1
3692,OFF-AP-10000179,OFF-ST-10001272,1,3,5,5009,0.000598922,0.333333333,0.066666667
3693,OFF-AR-10003338,OFF-ST-10001272,1,7,5,5009,0.001397485,0.142857143,0.028571429
3694,OFF-AR-10004042,OFF-ST-10001272,1,6,5,5009,0.001197844,0.166666667,0.033333333
3695,OFF-BI-10000829,OFF-ST-10001272,1,7,5,5009,0.001397485,0.142857143,0.028571429
3696,OFF-BI-10003712,OFF-ST-10001272,1,11,5,5009,0.002196047,0.090909091,0.018181818
3697,OFF-BI-10004233,OFF-ST-10001272,1,8,5,5009,0.001597125,0.125,0.025
3698,OFF-LA-10001175,OFF-ST-10001272,1,4,5,5009,0.000798563,0.25,0.05
3699,OFF-PA-10000062,OFF-ST-10001272,1,5,5,5009,0.000998203,0.2,0.04
3700,OFF-PA-10004610,OFF-ST-10001272,1,7,5,5009,0.001397485,0.142857143,0.028571429
3701,FUR-BO-10003404,TEC-AC-10002167,1,2,8,5009,0.000399281,0.5,0.0625
3702,FUR-BO-10004409,TEC-AC-10002167,1,6,8,5009,0.001197844,0.166666667,0.020833333
3703,FUR-CH-10003968,TEC-AC-10002167,1,6,8,5009,0.001197844,0.166666667,0.020833333
3704,FUR-FU-10000732,TEC-AC-10002167,1,7,8,5009,0.001397485,0.142857143,0.017857143
3705,FUR-FU-10004053,TEC-AC-10002167,1,6,8,5009,0.001197844,0.166666667,0.020833333
3706,OFF-AR-10001868,TEC-AC-10002167,1,8,8,5009,0.001597125,0.125,0.015625
3707,OFF-BI-10001098,TEC-AC-10002167,1,9,8,5009,0.001796766,0.111111111,0.013888889
3708,OFF-BI-10001460,TEC-AC-10002167,1,5,8,5009,0.000998203,0.2,0.025
3709,OFF-BI-10004519,TEC-AC-10002167,1,8,8,5009,0.001597125,0.125,0.015625
3710,OFF-FA-10000621,TEC-AC-10002167,1,7,8,5009,0.001397485,0.142857143,0.017857143
3711,OFF-FA-10000936,TEC-AC-10002167,1,6,8,5009,0.001197844,0.166666667,0.020833333
3712,OFF-PA-10000587,TEC-AC-10002167,1,4,8,5009,0.000798563,0.25,0.03125
3713,OFF-PA-10001569,TEC-AC-10002167,1,4,8,5009,0.000798563,0.25,0.03125
3714,OFF-PA-10001937,TEC-AC-10002167,1,7,8,5009,0.001397485,0.142857143,0.017857143
3715,OFF-ST-10000604,TEC-AC-10002167,1,7,8,5009,0.001397485,0.142857143,0.017857143
3716,OFF-SU-10004664,TEC-AC-10002167,1,4,8,5009,0.000798563,0.25,0.03125
3717,TEC-AC-10000057,TEC-AC-10002167,1,5,8,5009,0.000998203,0.2,0.025
3718,TEC-AC-10004510,TEC-AC-10002167,1,12,8,5009,0.002395688,0.083333333,0.010416667
3719,TEC-PH-10000441,TEC-AC-10002167,1,8,8,5009,0.001597125,0.125,0.015625
3720,TEC-PH-10003988,TEC-AC-10002167,1,8,8,5009,0.001597125,0.125,0.015625
3721,TEC-PH-10004531,TEC-AC-10002167,1,7,8,5009,0.001397485,0.142857143,0.017857143
3722,FUR-BO-10003441,FUR-FU-10003274,1,6,5,5009,0.001197844,0.166666667,0.033333333
3723,FUR-TA-10002356,FUR-FU-10003274,1,6,5,5009,0.001197844,0.166666667,0.033333333
3724,OFF-AR-10001770,FUR-FU-10003274,1,4,5,5009,0.000798563,0.25,0.05
3725,OFF-AR-10003727,FUR-FU-10003274,1,4,5,5009,0.000798563,0.25,0.05
3726,OFF-AR-10003829,FUR-FU-10003274,1,9,5,5009,0.001796766,0.111111111,0.022222222
3727,OFF-BI-10002557,FUR-FU-10003274,1,8,5,5009,0.001597125,0.125,0.025
3728,OFF-BI-10003355,FUR-FU-10003274,1,8,5,5009,0.001597125,0.125,0.025
3729,OFF-PA-10000019,FUR-FU-10003274,1,8,5,5009,0.001597125,0.125,0.025
3730,OFF-PA-10000791,FUR-FU-10003274,1,6,5,5009,0.001197844,0.166666667,0.033333333
3731,OFF-PA-10001125,FUR-FU-10003274,1,9,5,5009,0.001796766,0.111111111,0.022222222
3732,OFF-PA-10001837,FUR-FU-10003274,1,2,5,5009,0.000399281,0.5,0.1
3733,OFF-SU-10003505,FUR-FU-10003274,1,8,5,5009,0.001597125,0.125,0.025
3734,OFF-SU-10004661,FUR-FU-10003274,1,5,5,5009,0.000998203,0.2,0.04
3735,TEC-AC-10003628,FUR-FU-10003274,1,15,5,5009,0.00299461,0.066666667,0.013333333
3736,TEC-PH-10000149,FUR-FU-10003274,1,5,5,5009,0.000998203,0.2,0.04
3737,TEC-PH-10002660,FUR-FU-10003274,1,6,5,5009,0.001197844,0.166666667,0.033333333
3738,FUR-BO-10003441,OFF-AR-10003829,1,6,9,5009,0.001197844,0.166666667,0.018518519
3739,FUR-CH-10003833,OFF-AR-10003829,1,9,9,5009,0.001796766,0.111111111,0.012345679
3740,FUR-FU-10000965,OFF-AR-10003829,1,6,9,5009,0.001197844,0.166666667,0.018518519
3741,FUR-FU-10003274,OFF-AR-10003829,1,5,9,5009,0.000998203,0.2,0.022222222
3742,FUR-TA-10002645,OFF-AR-10003829,1,4,9,5009,0.000798563,0.25,0.027777778
3743,OFF-AP-10001154,OFF-AR-10003829,1,3,9,5009,0.000598922,0.333333333,0.037037037
3744,OFF-AR-10000034,OFF-AR-10003829,1,6,9,5009,0.001197844,0.166666667,0.018518519
3745,OFF-AR-10003338,OFF-AR-10003829,1,7,9,5009,0.001397485,0.142857143,0.015873016
3746,OFF-AR-10003727,OFF-AR-10003829,1,4,9,5009,0.000798563,0.25,0.027777778
3747,OFF-BI-10000136,OFF-AR-10003829,1,3,9,5009,0.000598922,0.333333333,0.037037037
3748,OFF-BI-10001758,OFF-AR-10003829,1,4,9,5009,0.000798563,0.25,0.027777778
3749,OFF-BI-10002003,OFF-AR-10003829,1,7,9,5009,0.001397485,0.142857143,0.015873016
3750,OFF-BI-10003355,OFF-AR-10003829,1,8,9,5009,0.001597125,0.125,0.013888889
3751,OFF-PA-10000143,OFF-AR-10003829,1,6,9,5009,0.001197844,0.166666667,0.018518519
3752,OFF-PA-10000466,OFF-AR-10003829,1,3,9,5009,0.000598922,0.333333333,0.037037037
3753,OFF-PA-10001639,OFF-AR-10003829,1,6,9,5009,0.001197844,0.166666667,0.018518519
3754,OFF-ST-10003716,OFF-AR-10003829,1,12,9,5009,0.002395688,0.083333333,0.009259259
3755,OFF-SU-10003505,OFF-AR-10003829,1,8,9,5009,0.001597125,0.125,0.013888889
3756,TEC-AC-10002558,OFF-AR-10003829,1,2,9,5009,0.000399281,0.5,0.055555556
3757,TEC-AC-10003033,OFF-AR-10003829,1,10,9,5009,0.001996406,0.1,0.011111111
3758,TEC-PH-10002660,OFF-AR-10003829,1,6,9,5009,0.001197844,0.166666667,0.018518519
3759,TEC-PH-10004539,OFF-AR-10003829,1,7,9,5009,0.001397485,0.142857143,0.015873016
3760,FUR-BO-10003441,OFF-BI-10003355,1,6,8,5009,0.001197844,0.166666667,0.020833333
3761,FUR-BO-10004357,OFF-BI-10003355,1,4,8,5009,0.000798563,0.25,0.03125
3762,FUR-CH-10002317,OFF-BI-10003355,1,1,8,5009,0.000199641,1,0.125
3763,FUR-CH-10004983,OFF-BI-10003355,1,5,8,5009,0.000998203,0.2,0.025
3764,FUR-FU-10001876,OFF-BI-10003355,1,7,8,5009,0.001397485,0.142857143,0.017857143
3765,FUR-FU-10003274,OFF-BI-10003355,1,5,8,5009,0.000998203,0.2,0.025
3766,FUR-FU-10004848,OFF-BI-10003355,1,12,8,5009,0.002395688,0.083333333,0.010416667
3767,FUR-FU-10004909,OFF-BI-10003355,1,4,8,5009,0.000798563,0.25,0.03125
3768,OFF-AP-10002534,OFF-BI-10003355,1,5,8,5009,0.000998203,0.2,0.025
3769,OFF-AR-10003727,OFF-BI-10003355,1,4,8,5009,0.000798563,0.25,0.03125
3770,OFF-AR-10003829,OFF-BI-10003355,1,9,8,5009,0.001796766,0.111111111,0.013888889
3771,OFF-AR-10003876,OFF-BI-10003355,1,2,8,5009,0.000399281,0.5,0.0625
3772,OFF-BI-10000216,OFF-BI-10003355,1,3,8,5009,0.000598922,0.333333333,0.041666667
3773,OFF-BI-10000773,OFF-BI-10003355,1,8,8,5009,0.001597125,0.125,0.015625
3774,OFF-BI-10001524,OFF-BI-10003355,1,14,8,5009,0.002794969,0.071428571,0.008928571
3775,OFF-BI-10001543,OFF-BI-10003355,1,8,8,5009,0.001597125,0.125,0.015625
3776,OFF-PA-10001970,OFF-BI-10003355,1,19,8,5009,0.003793172,0.052631579,0.006578947
3777,OFF-PA-10002005,OFF-BI-10003355,1,9,8,5009,0.001796766,0.111111111,0.013888889
3778,OFF-SU-10001212,OFF-BI-10003355,1,2,8,5009,0.000399281,0.5,0.0625
3779,OFF-SU-10003505,OFF-BI-10003355,1,8,8,5009,0.001597125,0.125,0.015625
3780,TEC-AC-10004803,OFF-BI-10003355,1,3,8,5009,0.000598922,0.333333333,0.041666667
3781,TEC-MA-10000822,OFF-BI-10003355,1,4,8,5009,0.000798563,0.25,0.03125
3782,TEC-PH-10002415,OFF-BI-10003355,1,5,8,5009,0.000998203,0.2,0.025
3783,TEC-PH-10002660,OFF-BI-10003355,1,6,8,5009,0.001197844,0.166666667,0.020833333
3784,FUR-BO-10003441,OFF-BI-10003684,1,6,9,5009,0.001197844,0.166666667,0.018518519
3785,FUR-FU-10000723,OFF-BI-10003684,1,9,9,5009,0.001796766,0.111111111,0.012345679
3786,FUR-FU-10001468,OFF-BI-10003684,1,6,9,5009,0.001197844,0.166666667,0.018518519
3787,FUR-FU-10004245,OFF-BI-10003684,1,3,9,5009,0.000598922,0.333333333,0.037037037
3788,FUR-TA-10003748,OFF-BI-10003684,1,8,9,5009,0.001597125,0.125,0.013888889
3789,OFF-AR-10001615,OFF-BI-10003684,1,7,9,5009,0.001397485,0.142857143,0.015873016
3790,OFF-BI-10001116,OFF-BI-10003684,1,10,9,5009,0.001996406,0.1,0.011111111
3791,OFF-BI-10001597,OFF-BI-10003684,1,12,9,5009,0.002395688,0.083333333,0.009259259
3792,OFF-BI-10002133,OFF-BI-10003684,1,8,9,5009,0.001597125,0.125,0.013888889
3793,OFF-FA-10002280,OFF-BI-10003684,1,10,9,5009,0.001996406,0.1,0.011111111
3794,OFF-ST-10003716,OFF-BI-10003684,1,12,9,5009,0.002395688,0.083333333,0.009259259
3795,OFF-SU-10000946,OFF-BI-10003684,1,4,9,5009,0.000798563,0.25,0.027777778
3796,TEC-AC-10001101,OFF-BI-10003684,1,4,9,5009,0.000798563,0.25,0.027777778
3797,TEC-AC-10004864,OFF-BI-10003684,1,5,9,5009,0.000998203,0.2,0.022222222
3798,TEC-PH-10000441,OFF-BI-10003684,1,8,9,5009,0.001597125,0.125,0.013888889
3799,TEC-PH-10004774,OFF-BI-10003684,1,3,9,5009,0.000598922,0.333333333,0.037037037
3800,FUR-BO-10003441,OFF-ST-10000943,1,6,7,5009,0.001197844,0.166666667,0.023809524
3801,FUR-FU-10004671,OFF-ST-10000943,1,6,7,5009,0.001197844,0.166666667,0.023809524
3802,OFF-BI-10002735,OFF-ST-10000943,1,10,7,5009,0.001996406,0.1,0.014285714
3803,OFF-ST-10004963,OFF-ST-10000943,1,6,7,5009,0.001197844,0.166666667,0.023809524
3804,TEC-AC-10001090,OFF-ST-10000943,1,2,7,5009,0.000399281,0.5,0.071428571
3805,TEC-AC-10001606,OFF-ST-10000943,1,7,7,5009,0.001397485,0.142857143,0.020408163
